Municipio,M1_V,M1_a,M1_r,M1_ndR,M1_nd,M1_nm,M2_V,M2_a,M2_r,M2_ndR,M2_nd,M2_nm,M3_V,M3_a,M3_r,M3_ndR,M3_nd,M3_nm,M4_V,M4_a,M4_r,M4_ndR,M4_nd,M4_nm,M5_V,M5_a,M5_r,M5_ndR,M5_nd,M5_nm,M6_V,M6_a,M6_r,M6_ndR,M6_nd,M6_nm,M7_V,M7_a,M7_r,M7_ndR,M7_nd,M7_nm,M8_V,M8_a,M8_r,M8_ndR,M8_nd,M8_nm,T_v,T_a,T_r,T_ndR,T_nd,T_nm
Atotonilco de Tula,4.0,2.0,11.0,0.0,0.0,0.0,6.0,2.0,11.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,9.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,18.0,18.0,65.0,1.0,13.0,0.0
Atotonilco el Grande,10.0,4.0,3.0,0.0,0.0,0.0,11.0,3.0,3.0,2.0,0.0,0.0,1.0,4.0,4.0,7.0,1.0,0.0,4.0,7.0,4.0,1.0,2.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,35.0,37.0,29.0,10.0,4.0,0.0
Calnali,3.0,6.0,8.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,1.0,0.0,3.0,7.0,2.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,28.0,26.0,44.0,7.0,10.0,0.0
Cardonal,5.0,4.0,8.0,0.0,0.0,0.0,13.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,7.0,1.0,0.0,1.0,3.0,3.0,5.0,6.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,30.0,34.0,14.0,10.0,0.0
Chapantongo,6.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,2.0,0.0,2.0,4.0,3.0,7.0,1.0,0.0,0.0,4.0,5.0,3.0,6.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,20.0,30.0,41.0,14.0,10.0,0.0
Chapulhuacán,5.0,5.0,7.0,0.0,0.0,0.0,6.0,4.0,9.0,0.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,25.0,27.0,63.0,0.0,0.0,0.0
Chilcuautla,1.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,3.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,15.0,80.0,0.0,17.0,0.0
Cuautepec de Hinojosa,6.0,4.0,7.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,1.0,0.0,8.0,6.0,0.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,41.0,38.0,28.0,0.0,8.0,0.0
El Arenal,1.0,1.0,15.0,0.0,0.0,0.0,4.0,4.0,5.0,6.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,10.0,11.0,68.0,13.0,13.0,0.0
Eloxochitlán,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,1.0,4.0,4.0,7.0,1.0,0.0,0.0,6.0,2.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,9.0,24.0,56.0,9.0,17.0,0.0
Emiliano Zapata,2.0,7.0,8.0,0.0,0.0,0.0,10.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,5.0,7.0,0.0,0.0,6.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,22.0,38.0,46.0,9.0,0.0,0.0
Epazoyucan,11.0,3.0,3.0,0.0,0.0,0.0,10.0,2.0,4.0,3.0,0.0,0.0,5.0,8.0,0.0,4.0,0.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,59.0,36.0,11.0,9.0,0.0,0.0
Francisco I. Madero,12.0,3.0,2.0,0.0,0.0,0.0,14.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,7.0,3.0,0.0,0.0,2.0,9.0,0.0,1.0,6.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,49.0,27.0,27.0,6.0,6.0,0.0
Huasca de Ocampo,7.0,1.0,9.0,0.0,0.0,0.0,5.0,4.0,7.0,2.0,1.0,0.0,2.0,7.0,4.0,3.0,1.0,0.0,5.0,6.0,1.0,1.0,5.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,39.0,22.0,38.0,6.0,10.0,0.0
Huautla,8.0,6.0,3.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,7.0,1.0,0.0,4.0,6.0,1.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,49.0,34.0,16.0,7.0,9.0,0.0
Huazalingo,7.0,4.0,6.0,0.0,0.0,0.0,11.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,5.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,38.0,29.0,37.0,6.0,5.0,0.0
Huehuetla,12.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,2.0,5.0,1.0,0.0,5.0,0.0,4.0,7.0,1.0,0.0,15.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,29.0,13.0,4.0,0.0
Huejutla de Reyes,13.0,3.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,1.0,0.0,2.0,8.0,3.0,3.0,1.0,0.0,7.0,5.0,1.0,0.0,5.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,67.0,27.0,8.0,5.0,8.0,0.0
Huichapan,12.0,2.0,3.0,0.0,0.0,0.0,14.0,1.0,0.0,2.0,2.0,0.0,10.0,1.0,5.0,0.0,1.0,0.0,7.0,8.0,2.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,75.0,21.0,13.0,2.0,4.0,0.0
Ixmiquilpan,8.0,5.0,4.0,0.0,0.0,0.0,7.0,2.0,3.0,6.0,1.0,0.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,6.0,4.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,22.0,41.0,24.0,20.0,8.0,0.0
Jacala de Ledezma,5.0,10.0,2.0,0.0,0.0,0.0,10.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,15.0,32.0,51.0,3.0,14.0,0.0
Jaltocán,5.0,8.0,4.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,1.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,4.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,29.0,42.0,36.0,0.0,8.0,0.0
Juárez Hidalgo,12.0,4.0,1.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,77.0,26.0,10.0,0.0,2.0,0.0
La Misión,3.0,8.0,6.0,0.0,0.0,0.0,6.0,5.0,5.0,3.0,0.0,0.0,1.0,3.0,5.0,7.0,1.0,0.0,1.0,6.0,4.0,4.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,13.0,39.0,42.0,15.0,6.0,0.0
Lolotla,5.0,5.0,7.0,0.0,0.0,0.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,15.0,32.0,54.0,10.0,4.0,0.0
Metepec,3.0,6.0,8.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,27.0,18.0,57.0,0.0,13.0,0.0
Metztitlán,4.0,3.0,10.0,0.0,0.0,0.0,10.0,2.0,5.0,2.0,0.0,0.0,0.0,5.0,4.0,7.0,1.0,0.0,8.0,3.0,1.0,0.0,6.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,48.0,26.0,24.0,9.0,8.0,0.0
Mineral de la Reforma,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,1.0,7.0,0.0,0.0,10.0,2.0,0.0,6.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,90.0,6.0,2.0,17.0,0.0,0.0
Mineral del Chico,9.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,8.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,35.0,15.0,46.0,6.0,13.0,0.0
Mineral del Monte,12.0,2.0,3.0,0.0,0.0,0.0,11.0,4.0,1.0,3.0,0.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,11.0,2.0,3.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,73.0,24.0,11.0,7.0,0.0,0.0
Mixquiahuala de Juárez,0.0,3.0,14.0,0.0,0.0,0.0,1.0,2.0,11.0,2.0,3.0,0.0,0.0,3.0,6.0,7.0,1.0,0.0,0.0,3.0,5.0,1.0,9.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,18.0,70.0,10.0,16.0,0.0
Molango de Escamilla,2.0,9.0,6.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0,3.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,15.0,19.0,64.0,0.0,17.0,0.0
Nicolás Flores,15.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,12.0,3.0,2.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,80.0,17.0,17.0,0.0,1.0,0.0
Nopala de Villagrán,10.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,3.0,0.0,0.0,5.0,4.0,7.0,1.0,0.0,1.0,8.0,2.0,0.0,7.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,27.0,37.0,28.0,9.0,14.0,0.0
Omitlán de Juárez,7.0,6.0,4.0,0.0,0.0,0.0,10.0,5.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,7.0,1.0,0.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,32.0,48.0,22.0,9.0,4.0,0.0
Pachuca de Soto,14.0,2.0,1.0,0.0,0.0,0.0,12.0,1.0,3.0,3.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,6.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,70.0,22.0,11.0,10.0,2.0,0.0
Pacula,12.0,2.0,3.0,0.0,0.0,0.0,12.0,1.0,4.0,2.0,0.0,0.0,4.0,5.0,1.0,7.0,0.0,0.0,1.0,9.0,1.0,0.0,7.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,46.0,33.0,20.0,9.0,7.0,0.0
Pisaflores,5.0,6.0,6.0,0.0,0.0,0.0,12.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,6.0,7.0,1.0,0.0,2.0,8.0,1.0,0.0,7.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,27.0,35.0,33.0,9.0,11.0,0.0
Progreso de Obregón,8.0,2.0,7.0,0.0,0.0,0.0,14.0,2.0,1.0,2.0,0.0,0.0,5.0,3.0,2.0,7.0,0.0,0.0,5.0,4.0,2.0,0.0,7.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,45.0,27.0,26.0,9.0,8.0,0.0
San Agustín Metzquititlán,3.0,3.0,11.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,18.0,4.0,79.0,0.0,14.0,0.0
San Agustín Tlaxiaca,8.0,4.0,5.0,0.0,0.0,0.0,13.0,2.0,4.0,0.0,0.0,0.0,1.0,9.0,4.0,3.0,0.0,0.0,7.0,8.0,2.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,42.0,41.0,28.0,3.0,1.0,0.0
San Bartolo Tutotepec,10.0,1.0,6.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,3.0,7.0,1.0,1.0,6.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,53.0,12.0,32.0,8.0,10.0,0.0
San Felipe Orizatlán,12.0,3.0,2.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,1.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,73.0,30.0,10.0,0.0,2.0,0.0
San Salvador,11.0,3.0,3.0,0.0,0.0,0.0,11.0,3.0,2.0,2.0,1.0,0.0,3.0,4.0,3.0,7.0,0.0,0.0,6.0,3.0,0.0,1.0,8.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,53.0,29.0,12.0,10.0,11.0,0.0
Santiago de Anaya,11.0,3.0,3.0,0.0,0.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,9.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,47.0,23.0,33.0,2.0,10.0,0.0
Santiago Tulantepec de Lugo Guerrero,13.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,0.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,9.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,39.0,34.0,33.0,0.0,9.0,0.0
Singuilucan,10.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,7.0,3.0,0.0,0.0,5.0,4.0,0.0,7.0,1.0,0.0,5.0,8.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,52.0,22.0,25.0,12.0,4.0,0.0
Tasquillo,5.0,5.0,7.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,3.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,2.0,7.0,1.0,0.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,18.0,33.0,48.0,3.0,13.0,0.0
Tecozautla,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,92.0,6.0,15.0,0.0
